incident_date,INCDTNO,RAILROAD,TYPPERS,CASFATAL,COUNTY,EVENT,narrative,LATITUDE,LONGITUD
2018-03-31,NT20180310,LI,D,N,NEW YORK,70,AIDED FELL ON PLATFORM TRACKS 20/21 AND WAS UNRESPONSIVE AND BLEEDING FROM BACK OF HEAD. TRANSPORTED_TO BELLEVUE HOSPITAL_NA,0,0
2018-04-03,TS20180401,LI,E,Y,SUFFOLK,59,PEDESTRIAN STRUCK BY LIRR TRAIN #2092 EAST OF THEOF THE CENTRAL ISLIP STATION. DECEASED._NA_NA,40.796733,-73.171376
2018-04-03,TP20180403,LI,A,N,SUFFOLK,99,EMPLOYEE WAS THE CONDUCTOR OF TRAIN 2092 WHEN IT STRUCK A TRESPASSER. EMPLOYEE IS UNDER THE CARE OFE_AP._NA,0,0
2018-04-03,TE20180401,LI,A,N,SUFFOLK,99,EMPLOYEE WAS OPERATING TRAIN 2092 WHEN HE STRUCK ATRESPASSER EAST OF CENTRAL ISLIP STATION. EMPLOYEE_IS UNDER THE CARE OF EAP._NA,0,0
2018-04-04,NT20180401,LI,D,N,NEW YORK,34,AIDED FELL ON ESCALATOR AT 34 STREET ENTRANCE. TRANSPORTED TO HEALTHPLEX HOSPITAL_NA_NA,0,0
2018-04-04,TP20180401,LI,A,N,NASSAU,38,EMPLOYEE INJURED HER BACK OPERATING A CAB WINDOW.SHE REFUSED MEDICAL AND COMPLETED HER TOUR. EMPLOYE_E WENT OFF INJURED 4/5/18._NA,0,0
2018-04-05,W20180404,LI,A,N,NASSAU,38,INJURY TO LEFT SHOULDER AND CHEST AREA._NA_NA,0,0
2018-04-05,E20180401,LI,A,N,QUEENS,38,"FRANK BISONO STATED THAT WHEN HE WAS COMING OFF THE TRAIN, HE PULLED HIS BACK WHILE STEPPING DOWN FR_OM THE LADDER. I WALKED AND INSPECTED THE AREA AFTER THE INCIDENT._NA",0,0
2018-04-05,TS20180403,LI,E,Y,NASSAU,59,LONG BEACH BOUND TRAIN #884 STRUCK A PEDESTRIAN NEAR THE MIDDLE OF PLATFORM (B) AT THE LYNBROOK STAT_ION ON TRACK #2. PEDESTRIAN DECEASED._NA,40.655716,-73.67474
2018-04-06,NT20180410,LI,D,N,NEW YORK,70,AIDED MISSED LAST STEP TO PLATFORM ROLLING HER RIGHT FOOT FRACTURING RIGHT TOE._NA_NA,0,0
2018-04-06,W20180401,LI,A,N,NEW YORK,38,EMPLOYEE REMOVED POLE FROM TRACK 13 PLATFORM 7 PENN STATION STRETCHED ARM OVERHEAD TO REACH OVERHEAD_AND FELT PAIN IN RIGHT SHOULDER_NA,0,0
2018-04-06,P20180401,LI,C,N,NASSAU,70,AIDED WAS STRUCK BY CLOSING TRAIN DOOR WHEN EXITING TRAIN. TRANSPORTED TO NORTHWELL MANHASSET HOSPIT_AL_NA,0,0
2018-04-06,NT20180402,LI,D,N,KINGS,70,AIDED TRIPPED AND FELL OVER RUG BY DOOR TO THE STATION. TRANSPORTED TO BROOKLYN HOSPITAL_NA_NA,0,0
2018-04-07,TP20180402,LI,A,N,SUFFOLK,58,THE CAB WINDOW SPRANG UP AFTER THE EMPLOYEE PUT ITDOWN TO GET THE DOORS AT ISLIP STATION. SHE SUSTAI_NED A LACERATED BOTTOM LIP AS A RESULT. EMPLOYEEWAS TAKEN TO GOOD SAMARITAN HOSPITAL._NA,0,0
2018-04-08,NT20180403,LI,D,N,NEW YORK,52,AIDED TRIPPED AND FELL DOWN STAIRS WHEN ATTEMPTINGTO CATCH TRAIN. TRANSPORTED TO NYU LANGONE_NA_NA,0,0
2018-04-09,E20180403,LI,A,N,QUEENS,05,"WHILE REMOVING CONTACT SHOES FROM THE BOX ON THE MIDDLE OF TRACK 5, EMPLOYEE FELT SOMETHING BITE HIM_ON HIS RIGHT ARM. HE DID NOT FEEL ANY PAIN UNTILLATER WHILE HE WAS AT HOME._NA",0,0
2018-04-09,P20180402,LI,C,N,SUFFOLK,99,"AIDED EXPERIENCING CHEST PAINS ON BOARD TRAIN #8742, ISLIP STATION. TRANSPORTED TO GOOD SAMARITAN HO_SPITAL_NA",0,0
2018-04-10,NT20180404,LI,D,N,KINGS,52,AIDED STATED HE WAS RUNNING UP STAIRCASE FROM A TRAIN AND TRIPPED AND FELL CAUSING LACERATION TO HEA_D. TRANSPORTED TO BROOKLYN NYU METHODIST HOSPITAL_NA,0,0
2018-04-11,TP20180404,LI,A,N,NEW YORK,38,"EMPLOYEE FELT PAIN IN HIS RIGHT FOOT WHILE CLIMBING ON EQUIPMENT, EMPLOYEE TOOK NO EXCEPTIONS TO THE_EQUIPMENT AND DID NOT HAVE HIS BAG ON WHILE CLIMBING._NA",0,0
2018-04-12,NT20180405,LI,D,N,NEW YORK,70,AIDED STATED HE TRIPPED WHILE WALKING TO HIS TRAINFALLING ON PLATFORM. TRANSPORTED TO LENOX HILL HOS_PITAL_NA,0,0
2018-04-13,W20180402,LI,A,N,QUEENS,34,EMPLOYEE TWISTED LEFT ANKLE GETTING OUT OF TRUCK._NA_NA,0,0
2018-04-14,W20180403,LI,A,N,NASSAU,34,"EMPLOYEE WAS INSTALLING HOOK BOLTS TO HOLD BRIDGETIE TO STEEL ON WRECK LEAD BRIDGE, A GUST OF WINDTH_REW HIM OFF BALANCE, AND HE FELL ONTO HIS KNEE,AFTER TRIPPING OVER FALL ARREST LANYARD._NA",0,0
2018-04-16,TS20180402,LI,E,Y,SUFFOLK,59,TRESPASSER STRUCK BY LIRR TRAIN #8740 2ND CURVE WEST OF THE SPEONK TRAIN STATION. DECEASED._NA_NA,40.825751,-72.743245
2018-04-18,P20180403,LI,C,N,SUFFOLK,70,"AIDED BOARDED TRAIN #163 REALIZED AS DOOR WAS CLOSING HE WANTED TO DEBOARD, LEG FELL INTO GAP.  TRAN_SPORTED TO GOOD SAMARITAN HOSPITAL_NA",0,0
2018-04-18,NT20180406,LI,D,N,NASSAU,34,AIDED FELL BACKWARDS ON ESCALATOR AS IT WAS ASCENDING. TRANSPORTED TO NASSAU UNIVERSITY MEDICAL CENT_ER_NA,0,0
2018-04-19,TP20180411,LI,A,N,QUEENS,70,EMPLOYEE WAS GIVING A HAND SIGN AT FOREST HILLS STATION AND HER RIGHT FOOT GOT CAUGHT IN THE GAP CAS_ING HER TO FALL UP TO HER KNEE. EMPLOYEE RECEIVEDEMS AT JAMAICA STATION._NA,0,0
2018-04-19,W20180405,LI,A,N,QUEENS,75,"JOB TASK INVOLVED CREATING AN OPENING. 12X7. THROUGH A CINDERBLOCK WALL. WHILE SWINIING A SLEDGEHAMM_ER, EPLOYEE FELT A PULL IN HIS GROIN AREA_NA",0,0
2018-04-21,NT20180407,LI,D,N,NEW YORK,34,AIDED FELL ON 34 ST ESCALATOR. TRANSPORTED TO ROOSEVELT HOSPITAL_NA_NA,0,0
2018-04-22,P20180404,LI,C,N,QUEENS,99,"AIDED FAINTED ON TRAIN#8086, CAR #7436. TRANSPORTED TO JAMAICA HOSPITAL_NA_NA",0,0
2018-04-23,P20180405,LI,C,N,QUEENS,99,AIDED HAVING SEIZURE ON BOARD TRAIN #43. TRANPSORTED TO JAMAICA HOSPITAL_NA_NA,0,0
2018-04-30,W20180411,LI,A,N,QUEENS,34,EMPLOYEE WAS PICKING UP MATERIAL FROM VAN WHEN HETWISTED RIGHT ANKLE._NA_NA,0,0
2018-04-30,TP20180414,LI,A,N,NEW YORK,38,EE WAS CLIMBING OFF EQUIPMENT AND FELT A PAIN IN HIS LOWER BACK. EE STATED HE WAS NOT WEARING HIS BA_CKPACK WHILE CLIMBING. EE REFUSED MEDCIAL AND WENTOFF INJURED._NA,0,0
2018-05-01,20142,LI,A,N,NEW YORK,54,Employee rolled right ankle on ballast in WSSY._NA_NA,0,0
2018-05-01,67974,LI,C,N,NASSAU,70,"Passenger went to lift his suitcase when boarding the train. As a result, he lost his balance and fe_ll into gap._NA",0,0
2018-05-03,67865,LI,C,N,QUEENS,99,Aided had a seizure on board train #156 arriving on track #4. He passed out on the train for an unkn_own amount of time. He was sweating heavily._NA,0,0
2018-05-03,20138,LI,A,N,SUFFOLK,07,"WHILE CLEANING A PUKE JOB ON CAR 5012 LOWER LEVEL, EMPLOYEE FELT A PULL IN LOW BACK._NA_NA",0,0
2018-05-04,20141,LI,A,N,QUEENS,38,Employee felt pain in middle and lower back climbing off equipment._NA_NA,0,0
2018-05-04,20139,LI,A,N,QUEENS,51,Mr. Ward informed me at 6:30 a.m. that he hurt his right knee and felt pain down to his heel.  He wa_s coming in from the parking lot and he stepped on uneven surface by the bone yard while he was cros_sing the bridge.,0,0
2018-05-04,67868,LI,C,N,QUEENS,34,"Aided was trying to ascend escalator #ESC7 on the east bound side of the platform, but then a piece_of her luggage caused her to lose balance and cause a laceration to her the top of her head._NA",0,0
2018-05-04,20314,LI,A,N,QUEENS,68,MOVING TEMPORARY PLATFORM. FINGER GOT PINCHED IN BETWEEN RAILING OF PLATFORM AND LIGHT POLE. RECEIVE_D A CUT ON HIS FINGER._NA,0,0
2018-05-05,20148,LI,A,N,NASSAU,58,Employee was struck in the head by a storm door due to defect._NA_NA,0,0
2018-05-06,67867,LI,C,N,QUEENS,70,"There was a passenger who collapsed on board train #6002, in the fourth car, on track #6. He later b_ecame conscious again and was able to sit down again, but was sent to Jamaica Hospital for further e_valuation.",0,0
2018-05-06,67866,LI,C,N,QUEENS,99,Female had a seizure on board train #6400 to Port Washington_NA_NA,0,0
2018-05-07,20150,LI,A,N,QUEENS,68,Cutting Metal on shear and fingers got crushed_NA_NA,0,0
2018-05-08,67889,LI,D,N,NEW YORK,70,Aided fell in front of LIRR ticket window #9 and caused a laceration to his left eye. Aided stated t_hat he had a few beers earlier in the day._NA,0,0
2018-05-09,68003,LI,D,N,SUFFOLK,70,Cut upper lip 3x - swollen. Bottom lip bruise - loosen teeth sore on left leg_NA_NA,0,0
2018-05-09,20190,LI,A,N,NEW YORK,38,EE strained his left shoulder climbing on equipment._NA_NA,0,0
2018-05-09,20189,LI,A,N,NASSAU,38,Employee pulled muscle in abdomen lifting a 5 gallon bucket of glue._NA_NA,0,0
2018-05-10,20171,LI,A,N,NEW YORK,71,Employee was getting `7098` to apply blue tag. Employee states he felt a `pinch` in the lower right_side of his back below the shoulder blade._NA,0,0
2018-05-10,67891,LI,D,N,NEW YORK,70,Ms. Metzler stated that she had slipped and fell as she was stepping on the escalator and was unable_to break her fall due to her left arm being in a sling._NA,0,0
2018-05-11,67976,LI,D,N,NASSAU,70,Aided appears to have fractured his left arm_NA_NA,0,0
2018-05-11,67955,LI,D,N,NEW YORK,34,She left work on Friday to catch her normal 10:27 pm train home. She boarded the escalator to go dow_n to the LIRR. She shifted her weight on her back foot. She proceeded to fall down the entire escala_tor. She sustained deep cuts and sprained her ankl,0,0
2018-05-12,67880,LI,C,N,SUFFOLK,70,"While crossing over the platform from one train to another train, she slipped on the yellow traction_pad on the platform. She broke her fall with her knees and hands causing pain and swelling to both_areas.",0,0
2018-05-12,67951,LI,C,N,SUFFOLK,34,"Aided missteped on train 8733 and had back pain, as a result_NA_NA",0,0
2018-05-12,20256,LI,A,N,NASSAU,56,EMPLOYEE ROLLED HIS RIGHT ANKLE WHEN HE STEPPED ON A BEER BOTTLE WHILE COLLECTING FARES._NA_NA,0,0
2018-05-13,20172,LI,A,N,NEW YORK,70,"As employee was walking in between cars 7069 and 7022, while on Train 6008, the buffer plate moved u_p and down causing injury to right knee._NA",0,0
2018-05-14,20205,LI,A,N,NEW YORK,72,Employee was walking on track 6 and banged her knee. She finished her tour and woke up the next morn_ing in a lot of pain._NA,0,0
2018-05-14,67858,LI,A,N,NASSAU,70,EE rolled onto right ankle while sweeping stairway (east tunnel) at Massapequa station_NA_NA,0,0
2018-05-15,67892,LI,C,N,QUEENS,99,Aided sustained a laceration to his hand. He refused medical attention._NA_NA,0,0
2018-05-15,67911,LI,D,N,QUEENS,70,"Aided was feeling dizzy and lightheaded when he accidentally stepped off of the platform at Jamaica_Station. Additionally, he stated that when he fell onto the tracks, he re-aggravated a pre-existing_injury to his left shoulder and collar bone.",0,0
2018-05-15,67896,LI,D,N,NASSAU,70,"While coming up the escalator, she fell backwards and hit her face on the ground. While trying to ge_t up, she kept falling down and a passerby helped her up at the top of the escalator._NA",0,0
2018-05-16,67909,LI,D,N,NASSAU,09,Nassau County police said that the aided was walking down the stairs at the pedestrian walkway overp_ass on the east bound platform side and fell down the stairs._NA,0,0
2018-05-16,20330,LI,A,N,NASSAU,70,"ENGINEER REDDY PUT HIS TRAIN INTO EMERGENCY DUE TO TRESPASSERS ON THE ROW. AS HE GOT UP TO CHECK TO_SEE IF HE STRUCK THEM, HE BECAME CAUGHT ON THE ARMREST OF HIS SEAT. ENGINEER FELL TO THE FLOOR INJUR_ING HIS LEFT SHOULDER, ELBOW AND HAND.",0,0
2018-05-16,67956,LI,D,N,NASSAU,70,The aided fell on stairs and injured her head and back._NA_NA,0,0
2018-05-17,67910,LI,C,N,KINGS,52,Aided slipped on some water that was located on the floor of the LIRR train doorway and fell into th_e gap. This caused swelling and bruising to her left leg and ankle._NA,0,0
2018-05-18,67859,LI,A,N,SUFFOLK,99,"WHILE USING BACKPACK BLOWER, EE'S RIGHT ELBOW STARTED TO HURT AND PROGRESSIVELY WORSEN. EE USED TOY_BROOM, HAND CRAMPED AS WELL._NA",0,0
2018-05-21,20249,LI,A,N,QUEENS,58,Employee hit his right shoulder in the engine room on the doorway while changing end on Engine 409._NA_NA,0,0
2018-05-21,67894,LI,D,N,QUEENS,70,She fell down the stairs at the Broadway Station. She stated that she lost her balance and continued_down the stairs that lead to the underpass where she tripped._NA,0,0
2018-05-22,20291,LI,B,N,QUEENS,99,Tightness in chest; dizziness. Employee was provided._NA_NA,0,0
2018-05-22,20257,LI,A,N,QUEENS,70,Employee twisted right ankle when the train shifted going through Wood Interlocking. Incident occurr_ed on Train 36_NA,0,0
2018-05-22,67914,LI,D,N,NEW YORK,70,Aided was feeling weak and felt herself falling to the floor. She was able to sit up and was assiste_d into a wheelchair._NA,0,0
2018-05-22,20313,LI,A,N,NASSAU,05,"On 5/22 while getting ready for work, employee found a tick on his upper right back. The tick had bi_tten him. His wife removed the tick. Employee believes the employee came in contact with the tick at_Neck on 5/22/18. Employee will follow up with per",0,0
2018-05-22,20272,LI,A,N,NEW YORK,70,"While employee getting off car # 7267, twisted his left knee on ladder. S/S F/E._NA_NA",0,0
2018-05-23,67995,LI,E,Y,QUEENS,59,Subject was struck by a westbound train on Track #3 while descending from the employee stairs at the_east end of the westbound platform._NA,40.423485,-73.494998
2018-05-23,20262,LI,A,N,QUEENS,99,EMPLOYEE COMPLAINED ENGINE SMELL LIKE CIGARETTE SMOKE AND CAUSED HER ASTHMA TO ACT UP. SHE EXPERIENC_ED COUGHING  AND THROAT IRRITATION._NA,0,0
2018-05-23,68467,LI,A,N,NEW YORK,70,"Employee climbed to top of ladder, ladder shifted and employee fell to the ground._NA_NA",0,0
2018-05-23,67949,LI,E,Y,QUEENS,59,Subject was struck by a westbound train on Track #3 while descending from the employee stairs at the_east end of the westbound platform._NA,40.709315,-73.830422
2018-05-24,20316,LI,A,N,NASSAU,58,Wiring PTC Flat pack in Laurelton C-Case when wind gust blew door unhinging it and swinging it to st_rike left elbow._NA,0,0
2018-05-24,20265,LI,A,N,QUEENS,54,EMPLOYEE INJURED RIGHT KNEE WALKING ON THE BALLAST._NA_NA,0,0
2018-05-24,67913,LI,C,N,NASSAU,70,Aided injured her leg falling into the gap at Mineola Station. She was transported to Winthrop Hospi_tal._NA,0,0
2018-05-24,67912,LI,D,N,NEW YORK,70,"Aided was sitting at the bottom of the west end staircase on platform 20-21 complaining of pain to b_oth knees, falling from the second step to last step onto platform 20-21. Aided also stated that he_first departed the LIRR train from track #20, proc",0,0
2018-05-25,67921,LI,C,N,QUEENS,99,Passenger was feeling light headed and had numbness in his legs_NA_NA,0,0
2018-05-27,67950,LI,E,Y,SUFFOLK,59,Pedestrian was struck by LIRR Train #8742 at the Bay Ave Crossing on the Montauk Line. Contact made_with LIRR Engineer operating with a three man crew. One deceased body that was positioned under the_train. Engineer states that the male was lying in,40.764331,-73.005591
2018-05-27,68002,LI,E,Y,SUFFOLK,32,PEDESTRIAN WAS STRUCK BY LIRR TRAIN #8742 AT THE BAY AVE CROSSING ON THE MONTAUK LINE. CONTACT MADE_WITH LIRR ENGINEER OPERATING WITH A THREE MAN CREW. ONE DECEASED BODY THAT WAS POSITIONED UNDER THE_TRAIN. ENGINEER STATES THAT THE MALE WAS LYING IN,40.764331,-73.005591
2018-05-28,20289,LI,A,N,KINGS,70,EE injured left knee when holding the storm door open with her foot as the train shifted._NA_NA,0,0
2018-05-29,20317,LI,A,N,SUFFOLK,05,Bit on back by tick._NA_NA,0,0
2018-05-31,20320,LI,A,N,QUEENS,70,"While working on 15 switch at Hall, employee slipped on Mud Condition at 15, EE slip and hit his rig_ht knee on running rail._NA",0,0
2018-06-01,20321,LI,A,N,KINGS,99,EMPLOYEE WORKED AT ATLANTIC TERMINAL. WHEN HE RETURNED TO HQ HIS LEFT EYE WAS ITCHING AND BEGAN TO S_WELL AND CLOSED SHUT._NA,0,0
2018-06-04,68178,LI,D,N,NEW YORK,70,Aided juvenile with crutches slipped and fell down the stairs near on exit concourse from the Amtrak_level._NA,0,0
2018-06-04,67886,LI,A,N,NEW YORK,53,EMPLOYEE SLIPPED ON WET PLYWOOD AND INJURED/PULLED LEFT CALF MUSCLE._NA_NA,0,0
2018-06-05,20346,LI,A,N,QUEENS,99,COMING DOWN OFF 7245 - L1 DOOR - STEPPED BALL OF RIGHT FOOT ONTO LADDER RUNG AND IS NOW FEELING SLIG_HT DISCOMFORT TOP OF FOOT AND UP LEG._NA,0,0
2018-06-09,68179,LI,D,N,QUEENS,70,"Deboarding train #L6761, car # 7063 she did trip on th platform causing her to fall onto her left si_de causing a miner abrasion to the left side of her face along with substantial pain to her left wri_st and left ankle.",0,0
2018-06-09,68191,LI,D,N,SUFFOLK,70,Incident happened on the escalator of station.  Passenger cut his big toe on his right foot on the e_scalator.  Passenger stated that the escalator has been out of service for 2 days._NA,0,0
2018-06-11,67882,LI,A,N,QUEENS,51,SPRAINED RIGHT ANKLE AND KNEE_NA_NA,0,0
2018-06-11,67898,LI,A,N,SUFFOLK,21,EMPLOYEE INJURED HIS LEFT LEG JUMPING OUT OF BADGER._NA_NA,40.83806,-73.448574
2018-06-11,68170,LI,C,N,QUEENS,70,"(ARNE - MTAPD # 18-17648)  At approximately 5:00 PM, male passenger was exiting Cars 7594/7493 with_a suitcase and his left leg fell in the GAP.  He injured his left knee._NA",0,0
2018-06-13,68192,LI,C,N,NASSAU,58,Struck by door as it was closing.  Abrasions left arm near elbow._NA_NA,0,0
2018-06-13,67881,LI,A,N,QUEENS,54,"INSPECTOR REPORTS WHEN STEPPING OUT OF LITTLE EAST NECK RD HUT ON 6/13/18, THE EMPLOYEE STEPPED ON A_PILE OF LOOSE PIPES CAUSING HIM TO LOSE HIS FOOTING AND INJURE HIS LEFT SHOULDER. EMPLOYEE WILL SEE_HIS PERSONAL DOCTOR.",0,0
2018-06-15,67879,LI,A,N,SUFFOLK,51,"EMPLOYEE WAS MOWING LAWN IN FRONT OF OLD BRENTWOOD STATION, FELL/TRIPPED IN A HOLE AND TORE RIGHT SH_OULDER._NA",0,0
2018-06-15,68196,LI,D,N,QUEENS,51,Customer claimed tripped in pothole on platform._NA_NA,0,0
2018-06-16,68180,LI,D,N,QUEENS,68,New York City Fire Department Firefighter Michael Rauer injured while operating at a call for servic_e regarding an occupied stuck freight elevator at the Long Island Rail Road Hillside Support Facilit_y.  Firefaughter Rauer subsequently transported to,0,0
2018-06-17,68197,LI,D,N,SUFFOLK,70,Customer claims fell backwards down the escalator._NA_NA,0,0
2018-06-17,68181,LI,D,N,SUFFOLK,70,Aided female commuter at the Babylon station.  Aided transported to the Good Samaritan hospital for_treatment/evaluation via Babylon FD_NA,0,0
2018-06-17,67924,LI,A,N,SUFFOLK,38,EE STRAINED MUSCLE IN THE RIGHT SIDE OF HER NECK WHILE THROWING THE SWITCH FOR #1 TRACK IN MONTAUK._NA_NA,0,0
2018-06-18,67893,LI,A,N,NASSAU,38,"WHILE PULLING A ROPE FOR A CABLE PULL, EMPLOYEES RIGHT THUMB WAS PULLED BACK BY ROPE._NA_NA",0,0
2018-06-18,68182,LI,D,N,SUFFOLK,70,Report of female falling on the escalator at Amityville Station injuring leg and back.  Aided was ev_aluated and treated at scene by Amityville FD-EMS_NA,0,0
2018-06-18,67929,LI,A,N,NASSAU,58,As EE was walking in between cars the storm door hit the EEs right heel causing pain in Achilles._NA_NA,0,0
2018-06-19,68011,LI,A,N,QUEENS,58,"WHILE MOVING SCHEDULES ON SHELF, EMPLOYEE WAS STUCK WITH A NEEDLE THAT IS USED FOR A GLUCOMETER_NA_NA",0,0
2018-06-19,67908,LI,A,N,QUEENS,99,"EE WAS ATTEMPTING TO CLOSE THE OFF CAB SIDE WINDOW ON TRAIN 5002 IN CAR NO. 7539, WHEN IT STUCK. IT_THEN ABRUPTLY CLOSED ON LEFT MIDDLE FINGER AND CAUSED A LACERATION._NA",0,0
2018-06-19,68183,LI,D,N,NEW YORK,70,"Aided injured female reported tripping on stairs at Penn Station, removed to Long Beach Hospital_NA_NA",0,0
2018-06-20,67954,LI,A,N,NEW YORK,20,EE FELT SHARP PAIN IN HIS FROM HIS SHOULDER BLADES TO HIS LOWER BACK WHEN OPENING F END STORM DOOR I_N CAR NO. 7028 THEN FURTHER INJURED IT OPENING THE WINDOW IN THE CAR NO. 7221 WHILE OPERATING THE DO_ORS AT JAMAICA.,0,0
2018-06-21,67963,LI,A,N,NASSAU,58,STORM DOOR IN CAR 7173 CLOSED ON EMPLOYEES LEFT WRIST WHILE ON TRAIN 831._NA_NA,0,0
2018-06-21,68184,LI,D,N,QUEENS,70,Patrol pick up of female aided/injured west end overpass/EMS removed aided to Queens General Hospita_l_NA,0,0
2018-06-21,67977,LI,A,N,KINGS,72,"EE WAS BUMPED BY A CUSTOMER WHILE GIVING A HAND SIGN AT ENY STATION, CAUSING HIS RIGHT LEG TO GO INT_O THE GAP._NA",0,0
2018-06-22,68171,LI,C,N,KINGS,70,"(LETTER) Male passenger standing at train door with one foot in train and other on the platform, fel_l in the GAP with his left leg when the doors started closing.  He was assisted by other commuters a_nd sustained pain and injuries to his left leg and",0,0
2018-06-24,68185,LI,D,N,NEW YORK,70,"Pick up of an aided, injured male who fell in the LIRR waiting room area, causing small lacerations_to nose and left eye area.  Aided removed to the hospital._NA",0,0
2018-06-25,68186,LI,D,N,QUEENS,70,Report of aided injured on LIRR train.  Aided removed to hospital_NA_NA,0,0
2018-06-27,68020,LI,A,N,NASSAU,10,EMPLOYEE WAS MOVING A GATE THAT WAS FOULING THE TRACK AND THE GATE SNAPPED BACK STRIKING HER RIGHT W_RIST._NA,0,0
2018-06-29,68177,LI,D,N,NEW YORK,70,"(letter from claimant) At approximately 3:00 PM, male was descending the stairway to track 18/19 at_West Concourse when halfway down he lost his balance and fell landing on the platform.  He was assis_ted by other commuters.  He sustained pain to his",0,0
2018-06-29,68043,LI,A,N,QUEENS,58,"EMPLOYEE WAS WORKING WITH NEW TRACK EMPLOYEES AND WHILE A NEW EMPLOYEE WAS SWINGING A PICK, HE HIT T_HE RAIL AND A PIECE OF THE PICK BECAME FREE SHOOTING INTO HIS RIGHT WRIST._NA",0,0
2018-07-01,68034,LI,A,N,NASSAU,34,"Employee was giving a hand sign at Hicksville Station and left foot slipped off door sill, and emplo_yees left leg fell into the gap._NA",0,0
2018-07-02,68367,LI,D,N,NEW YORK,34,"ON MONDAY, JULY 2, 2018 AT 1904 HOURS AIDED ENTERED DISTRICT OFFICE REQUESTING MEDICAL ASSISTANCE._AIDED STATED THAT WHILE ENROUTE TO BOARD TRAIN #166 FROM PENN STATION TO BABYLON, SHE FELL DOWN THE_STAIRS LOCATED AT THE EAST END OF TRACK #18 & 19.",0,0
2018-07-02,68063,LI,A,N,QUEENS,34,"While climbing off a step stool, lost footing, attempted to brace fall by extending hands out. Sprai_ned left wrist._NA",0,0
2018-07-03,68097,LI,A,N,NASSAU,09,"Was grinding metal, smoothing edges when his hand got caught in the disk sander removing a piece of_his right thumb_NA",0,0
2018-07-04,68385,LI,D,N,SUFFOLK,70,"Babylon RR Station: Customer tripped on the `lip` at the top of the stairs causing her to fall down_3 steps (her daughter caught her).  Customer injured her left leg, right elbow and left side of her_face.",0,0
2018-07-05,68062,LI,A,N,NEW YORK,58,EE hit her right knee with the handbrake handle while applying._NA_NA,0,0
